,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
2657,-117.0,34.87,16,6862,1292.0,3562,1126,3.6091,INLAND,87200
2658,-122.69,38.34,12,3876,782.0,2146,764,4.0844,<1H OCEAN,165400
2659,-121.88,37.4,9,6751,431.5,4240,1438,5.34,<1H OCEAN,257400
2660,-122.16,37.68,16,1687,348.0,568,352,2.3869,NEAR BAY,83300
2661,-118.02,33.85,31,1922,329.0,1030,353,5.3416,<1H OCEAN,213000
2662,-118.15,33.92,40,1335,281.0,804,282,4.3194,<1H OCEAN,198400
2663,-119.18,34.21,29,4039,680.0,1677,644,4.3897,NEAR OCEAN,257600
2664,-120.9,37.66,19,3377,669.0,2426,663,2.9783,INLAND,82500
2665,-121.91,36.62,40,1292,271.0,504,230,2.475,<1H OCEAN,258300
2666,-118.17,34.06,43,464,431.5,416,120,2.475,<1H OCEAN,142600
2667,-117.15,34.22,10,1039,174.0,317,109,7.2371,INLAND,171900
2668,-118.14,33.95,44,1812,338.0,822,314,6.7744,<1H OCEAN,294100
2669,-122.65,38.23,52,1735,347.0,712,343,3.1711,<1H OCEAN,200800
2670,-122.03,38.27,24,3580,735.0,1959,731,2.7284,INLAND,118500
2671,-118.15,33.78,35,2768,752.0,1277,651,3.6193,NEAR OCEAN,250000
2672,-121.24,38.78,11,1851,352.0,1049,369,3.5288,INLAND,141100
2673,-118.04,33.78,26,3642,557.0,1623,569,5.8426,<1H OCEAN,259400
2674,-122.34,37.93,30,2515,481.0,1327,428,2.1287,NEAR BAY,95000
2675,-120.08,36.95,41,1164,211.0,476,171,2.4196,INLAND,70700
2676,-122.18,37.81,30,292,38.0,126,52,6.3624,NEAR BAY,483300
2677,-122.07,37.7,32,3400,736.0,1487,694,3.0,NEAR BAY,223200
2678,-118.14,33.84,44,3043,619.0,1316,607,4.4286,<1H OCEAN,254900
2679,-121.99,37.96,17,2756,423.0,1228,426,5.5872,INLAND,200600
2680,-118.43,34.14,44,1693,239.0,498,216,10.9237,<1H OCEAN,500001
2681,-122.54,37.95,38,2310,400.0,971,386,5.697,NEAR BAY,435700
2682,-118.13,34.68,28,718,124.0,347,121,4.025,INLAND,102600
2683,-120.82,37.5,21,2974,495.0,1313,461,4.4886,INLAND,135400
2684,-118.33,34.01,47,1320,259.0,653,291,3.7727,<1H OCEAN,193000
2685,-120.89,37.21,25,3301,678.0,994,306,3.2262,INLAND,97200
2686,-119.8,36.72,43,1286,360.0,972,345,0.9513,INLAND,50400
2687,-119.82,36.81,25,3305,551.0,1149,500,5.0698,INLAND,150900
2688,-117.24,33.85,8,1031,201.0,606,179,2.8194,INLAND,136300
2689,-118.31,33.9,38,1400,399.0,1131,405,3.5417,<1H OCEAN,198400
2690,-122.26,37.77,52,2097,444.0,915,413,2.9899,NEAR BAY,228100
2691,-118.14,33.76,50,914,167.0,322,165,4.7361,NEAR OCEAN,418800
2692,-117.94,33.86,35,2127,417.0,1247,378,4.75,<1H OCEAN,185600
2693,-117.89,33.74,32,660,145.0,959,113,3.75,<1H OCEAN,159000
2694,-118.09,33.99,34,1369,270.0,1005,272,3.692,<1H OCEAN,172600
2695,-121.64,37.15,13,4780,798.0,2795,764,6.1684,<1H OCEAN,288100
2696,-121.95,37.25,34,2906,544.0,1282,522,5.5127,<1H OCEAN,268200
2697,-118.35,34.05,46,2149,451.0,905,443,2.8841,<1H OCEAN,290800
2698,-118.3,34.04,50,1757,522.0,2080,488,1.7225,<1H OCEAN,180000
2699,-117.65,33.49,16,2223,454.0,628,382,4.3603,<1H OCEAN,248800
2700,-122.31,38.33,26,2155,339.0,956,365,4.0132,NEAR BAY,174700
2701,-117.54,34.47,4,6712,1200.0,3126,1026,3.2277,INLAND,126500
2702,-118.19,33.95,41,1368,309.0,1244,312,3.0833,<1H OCEAN,164800
2703,-118.19,33.89,31,886,224.0,1154,247,2.1071,<1H OCEAN,99500
2704,-117.44,34.09,24,3477,831.0,2541,753,2.3682,INLAND,97400
2705,-118.36,34.09,38,2158,582.0,1061,577,2.9643,<1H OCEAN,355300
2706,-117.29,33.19,18,6235,1233.0,4127,1162,3.0704,NEAR OCEAN,151600
2707,-117.91,33.69,30,2704,426.0,1289,423,5.2815,<1H OCEAN,229500
2708,-117.13,32.79,35,1458,262.0,723,257,4.2098,NEAR OCEAN,174100
2709,-119.8,36.78,43,2382,431.0,874,380,3.5542,INLAND,96500
2710,-121.31,38.62,31,3114,430.0,1121,456,6.244,INLAND,240000
2711,-118.35,33.98,42,3081,680.0,1785,609,3.745,<1H OCEAN,170800
2712,-117.97,33.96,30,4873,667.0,1995,638,7.2472,<1H OCEAN,441900
2713,-117.35,34.11,34,2104,388.0,1578,365,3.0833,INLAND,88400
2714,-121.93,37.25,21,1354,289.0,639,273,4.5333,<1H OCEAN,234200
2715,-119.8,36.71,29,1541,291.0,1007,313,2.0043,INLAND,53500
2716,-117.41,33.95,37,1462,257.0,849,287,3.0542,INLAND,123900
2717,-120.43,34.89,30,1979,342.0,999,320,5.0286,<1H OCEAN,158000
2718,-119.77,36.76,43,1945,413.0,1492,422,1.5174,INLAND,54600
2719,-117.18,32.69,48,2764,491.0,978,449,5.1249,NEAR OCEAN,432400
2720,-118.28,33.98,39,1306,345.0,1332,331,1.9564,<1H OCEAN,92200
2721,-118.22,34.11,36,2870,529.0,1371,565,5.2083,<1H OCEAN,220900
2722,-121.44,38.54,39,2855,431.5,1217,562,3.2404,INLAND,93600
2723,-122.32,37.93,33,296,73.0,216,63,2.675,NEAR BAY,22500
2724,-117.31,33.67,9,981,169.0,596,156,3.1832,<1H OCEAN,157400
2725,-118.25,34.15,31,1238,338.0,605,331,2.8478,<1H OCEAN,228100
2726,-118.11,34.11,50,2131,294.0,753,284,6.7099,<1H OCEAN,352200
2727,-117.71,33.64,14,2945,356.0,1293,335,8.111,<1H OCEAN,308900
2728,-117.3,34.24,38,4116,949.0,1196,422,3.5625,INLAND,96500
2729,-118.29,33.98,48,1124,231.0,783,223,3.4444,<1H OCEAN,93100
2730,-117.73,34.01,36,2340,392.0,1213,388,4.125,INLAND,213000
2731,-117.04,33.09,16,4677,581.0,1902,566,6.1834,<1H OCEAN,335600
2732,-118.31,33.82,39,2198,425.0,1160,436,4.1406,<1H OCEAN,323700
2733,-122.49,37.76,49,1724,295.0,795,297,4.3977,NEAR BAY,353600
2734,-116.98,32.74,16,3361,537.0,1754,578,5.1098,<1H OCEAN,162300
2735,-118.09,34.07,45,593,133.0,481,128,2.5938,<1H OCEAN,199300
2736,-118.27,34.0,43,1638,434.0,1213,390,1.3403,<1H OCEAN,110800
2737,-117.25,33.06,6,9859,1448.0,4194,1401,6.439,NEAR OCEAN,296200
2738,-121.44,38.58,42,2334,435.0,892,446,3.0208,INLAND,148800
2739,-121.19,40.23,10,1572,232.0,247,104,5.8453,INLAND,193800
2740,-118.06,33.9,37,1161,254.0,882,236,4.4167,<1H OCEAN,158000
2741,-122.18,37.73,42,4074,874.0,2736,780,2.455,NEAR BAY,82400
2742,-117.97,33.99,23,3335,570.0,1560,555,5.7268,<1H OCEAN,300300
2743,-119.81,36.78,36,1650,313.0,660,298,3.0,INLAND,79700
2744,-118.82,34.15,9,655,110.0,222,109,7.8528,NEAR OCEAN,337500
2745,-121.04,39.08,8,2870,526.0,1307,451,3.463,INLAND,201700
2746,-122.19,40.2,30,2750,476.0,1296,464,3.5305,INLAND,73600
2747,-121.24,37.93,21,1185,237.0,960,245,2.0893,INLAND,65000
2748,-121.02,37.62,14,5737,1286.0,4722,1210,1.6731,INLAND,95800
2749,-118.47,34.06,45,1271,190.0,419,171,7.6447,<1H OCEAN,500001
2750,-121.99,37.37,27,1797,538.0,1610,531,4.2422,<1H OCEAN,237500
2751,-118.4,34.19,37,934,231.0,587,230,3.625,<1H OCEAN,181300
2752,-121.96,37.28,28,5018,1066.0,2846,998,4.0174,<1H OCEAN,273900
2753,-117.81,33.82,22,2898,335.0,1057,324,10.8111,<1H OCEAN,500001
2754,-117.97,34.09,31,2779,639.0,2259,670,3.4032,INLAND,143400
2755,-117.6,33.43,21,3951,562.0,1392,543,5.1439,NEAR OCEAN,414000
2756,-121.33,38.64,27,2203,493.0,1158,492,2.4342,INLAND,119500
2757,-121.47,38.58,52,2035,483.0,904,459,2.6976,INLAND,109300
2758,-122.06,37.99,17,1319,316.0,384,269,1.8229,NEAR BAY,137500
2759,-117.88,34.12,35,1574,276.0,1088,289,4.0938,<1H OCEAN,165300
2760,-122.53,37.88,25,4921,866.0,1913,834,6.8742,NEAR BAY,413100
2761,-114.67,33.92,17,97,24.0,29,15,1.2656,INLAND,27500
2762,-114.98,33.82,15,644,129.0,137,52,3.2097,INLAND,71300
2763,-118.21,33.93,41,619,138.0,636,145,2.5083,<1H OCEAN,118100
2764,-118.52,34.27,36,3204,538.0,1499,499,5.5649,<1H OCEAN,271200
2765,-122.42,38.31,18,1479,246.0,550,217,4.7356,NEAR BAY,333300
2766,-117.98,33.79,35,2356,478.0,1659,480,4.1115,<1H OCEAN,179700
2767,-117.18,32.84,30,2290,523.0,1272,472,3.5606,NEAR OCEAN,165100
2768,-118.91,35.3,28,1793,358.0,1233,351,2.7845,INLAND,82200
2769,-122.29,37.56,36,805,140.0,445,139,5.8221,NEAR BAY,289400
2770,-122.42,37.79,52,2737,1241.0,1761,1029,1.8068,NEAR BAY,225000
2771,-121.29,38.28,11,1554,260.0,793,233,4.8073,INLAND,156700
2772,-118.34,34.19,41,1524,393.0,1176,375,2.875,<1H OCEAN,192400
2773,-118.1,33.82,36,1946,346.0,871,336,5.2155,<1H OCEAN,254800
2774,-122.41,37.74,43,1663,330.0,935,335,4.1552,NEAR BAY,240900
2775,-121.49,38.51,18,700,169.0,260,128,2.9219,INLAND,152900
2776,-114.59,33.61,34,4789,1175.0,3134,1056,2.1782,INLAND,58400
2777,-122.24,37.8,49,2838,749.0,1487,677,2.5238,NEAR BAY,169300
2778,-122.71,38.46,42,1574,376.0,844,369,2.314,<1H OCEAN,169400
2779,-121.35,38.62,28,4175,796.0,2032,830,3.4299,INLAND,164000
2780,-122.41,40.55,19,3753,761.0,1952,738,3.0954,INLAND,86500
2781,-118.15,34.14,52,403,117.0,361,105,1.625,<1H OCEAN,187500
2782,-118.96,35.87,17,1668,307.0,888,277,3.7794,INLAND,96200
2783,-118.45,34.18,39,1810,388.0,839,380,3.7171,<1H OCEAN,228800
2784,-117.32,33.8,11,3196,576.0,1757,552,4.0982,INLAND,173300
2785,-122.1,37.88,35,3701,528.0,1511,517,7.2315,NEAR BAY,367100
2786,-117.43,34.09,18,3172,632.0,1621,573,2.7437,INLAND,120200
2787,-121.27,37.94,38,512,133.0,676,124,1.7386,INLAND,52000
2788,-118.15,34.19,38,1750,411.0,1398,409,2.3967,<1H OCEAN,163100
2789,-122.25,37.81,46,3232,835.0,1373,747,3.225,NEAR BAY,218800
2790,-121.95,37.35,36,832,211.0,545,211,3.2813,<1H OCEAN,244400
2791,-117.05,32.71,25,3292,608.0,2266,592,3.2986,NEAR OCEAN,119200
2792,-122.8,38.37,26,1634,315.0,909,317,4.1731,<1H OCEAN,257200
2793,-120.47,34.7,24,2387,385.0,1051,382,4.4595,NEAR OCEAN,152700
2794,-117.3,34.12,50,1629,437.0,1581,394,2.2019,INLAND,63500
2795,-117.93,33.62,37,2204,428.0,807,410,7.0516,<1H OCEAN,500001
2796,-124.17,40.8,52,1606,419.0,891,367,1.585,NEAR OCEAN,75500
2797,-121.27,37.95,52,1318,308.0,1368,310,1.8261,INLAND,54600
2798,-117.04,32.79,23,2491,350.0,863,348,6.7196,<1H OCEAN,306800
2799,-118.34,34.05,52,2530,458.0,1122,449,3.9167,<1H OCEAN,321600
2800,-122.44,37.76,38,2202,452.0,833,435,6.8939,NEAR BAY,455900
2801,-117.01,33.04,13,4595,567.0,1643,544,7.7684,<1H OCEAN,362300
2802,-117.27,34.05,34,1703,395.0,849,359,3.1607,INLAND,138200
2803,-122.39,37.6,44,2304,384.0,986,379,4.652,NEAR OCEAN,387100
2804,-119.29,34.24,27,4742,775.0,1682,696,6.194,NEAR OCEAN,500001
2805,-117.32,34.16,9,711,139.0,316,152,4.0156,INLAND,131000
2806,-122.13,37.41,36,4787,900.0,2039,890,5.4063,NEAR BAY,440900
2807,-118.37,34.1,37,407,67.0,100,47,15.0001,<1H OCEAN,500001
2808,-122.07,37.95,39,2199,388.0,1025,385,4.5893,NEAR BAY,190000
2809,-117.92,33.65,25,1679,470.0,1314,473,4.1026,<1H OCEAN,211500
2810,-118.01,34.13,36,1332,217.0,648,203,4.7159,INLAND,365900
2811,-117.99,33.73,17,5239,1045.0,2440,985,4.375,<1H OCEAN,248100
2812,-117.31,33.19,11,20944,3753.0,8738,3441,4.3762,NEAR OCEAN,215500
2813,-118.48,34.02,29,1585,542.0,1019,487,2.7072,<1H OCEAN,375000
2814,-118.37,33.81,36,2031,339.0,817,337,5.1271,NEAR OCEAN,458300
2815,-121.77,37.99,4,5623,780.0,2429,716,5.4409,INLAND,205100
2816,-118.32,33.34,52,996,264.0,341,160,2.7361,ISLAND,450000
2817,-121.9,36.6,33,2461,649.0,1234,601,2.8727,NEAR OCEAN,225000
2818,-117.02,32.75,33,3296,537.0,1345,556,5.2835,<1H OCEAN,217100
2819,-122.25,38.03,15,3338,532.0,1834,520,5.6293,NEAR BAY,197600
2820,-118.41,34.02,19,4702,1472.0,2636,1334,3.3955,<1H OCEAN,225000
2821,-122.15,37.73,28,2215,587.0,830,573,2.1898,NEAR BAY,141700
2822,-121.78,38.68,39,2806,662.0,1659,638,1.9787,INLAND,97800
2823,-119.82,36.82,28,2268,336.0,752,330,5.2809,INLAND,151500
2824,-118.17,33.86,10,1664,508.0,1369,493,2.9886,<1H OCEAN,175000
2825,-122.15,37.72,31,1616,372.0,739,379,2.9097,NEAR BAY,210900
2826,-123.04,38.49,30,3977,930.0,1387,582,2.6161,NEAR OCEAN,132500
2827,-117.07,34.24,21,4773,1047.0,337,130,3.9375,INLAND,115000
2828,-117.81,33.83,8,7326,884.0,2569,798,10.157,<1H OCEAN,477100
2829,-122.32,37.97,29,2347,464.0,1135,490,3.9722,NEAR BAY,161000
2830,-118.1,34.06,31,2852,740.0,3100,725,2.9524,<1H OCEAN,178800
2831,-122.41,37.8,52,1288,309.0,437,272,6.3245,NEAR BAY,500001
2832,-122.84,38.39,16,1688,292.0,793,280,4.4357,<1H OCEAN,216900
2833,-117.18,33.51,13,270,42.0,120,42,6.993,<1H OCEAN,500001
2834,-121.53,38.57,34,3395,592.0,1518,627,4.0833,INLAND,118500
2835,-117.34,33.96,15,6437,1298.0,2805,1205,4.1883,INLAND,184500
2836,-119.82,36.72,25,2581,528.0,1642,509,1.6435,INLAND,52600
2837,-121.0,37.67,27,2278,479.0,995,449,2.5148,INLAND,110200
2838,-117.27,34.14,36,3795,676.0,1742,585,4.1,INLAND,96400
2839,-117.17,34.05,29,4007,700.0,1576,696,3.1801,INLAND,149300
2840,-117.95,34.07,37,1987,399.0,1279,378,4.1172,<1H OCEAN,176500
2841,-119.55,36.72,6,1186,234.0,1135,218,2.1515,INLAND,63900
2842,-121.39,36.16,28,1057,249.0,288,130,3.0526,NEAR OCEAN,146900
2843,-117.67,33.61,23,3588,577.0,1695,569,6.1401,<1H OCEAN,243200
2844,-121.84,37.32,14,5762,1538.0,3979,1389,3.6953,<1H OCEAN,192600
2845,-121.06,37.73,5,2256,420.0,1246,397,4.9236,INLAND,155900
2846,-122.5,37.92,32,2639,415.0,1013,408,6.1632,NEAR BAY,349200
2847,-122.13,37.71,44,1613,339.0,776,346,3.1103,NEAR BAY,188900
2848,-120.41,34.88,8,3119,620.0,1159,544,3.5288,<1H OCEAN,165500
2849,-118.28,33.74,16,855,271.0,486,250,0.7591,NEAR OCEAN,350000
2850,-121.92,38.02,8,2750,479.0,1526,484,5.102,INLAND,156500
2851,-117.66,33.58,6,4186,431.5,1794,541,9.6986,<1H OCEAN,357600
2852,-119.16,36.31,7,2946,664.0,1608,622,1.6829,INLAND,80200
2853,-120.14,36.04,27,2533,518.0,1371,461,2.9708,INLAND,60900
2854,-121.81,37.33,4,5532,778.0,3651,770,7.2982,<1H OCEAN,343000
2855,-117.9,33.99,18,8076,1789.0,5325,1707,3.443,<1H OCEAN,171900
2856,-117.14,32.7,36,633,148.0,557,139,1.5729,NEAR OCEAN,82700
2857,-117.94,33.93,34,1475,319.0,698,293,3.8194,<1H OCEAN,186000
2858,-118.17,34.67,5,8352,1555.0,3723,1389,4.5659,INLAND,140300
2859,-116.57,33.84,18,7962,1652.0,2009,921,3.3897,INLAND,230200
2860,-117.81,33.68,4,1545,304.0,788,296,4.5469,<1H OCEAN,500001
2861,-117.94,33.92,32,1053,207.0,1038,222,4.6696,<1H OCEAN,165500
2862,-118.3,34.08,36,1276,503.0,1502,450,2.1766,<1H OCEAN,205600
2863,-117.68,33.49,17,2232,372.0,1072,385,4.245,<1H OCEAN,214500
2864,-121.82,39.73,33,2242,517.0,1160,449,1.7426,INLAND,60300
2865,-121.34,38.63,13,3033,540.0,1363,519,4.0036,INLAND,161700
2866,-118.85,34.27,50,187,33.0,130,35,3.3438,<1H OCEAN,500001
2867,-118.36,34.16,42,2304,442.0,862,429,4.3542,<1H OCEAN,417900
2868,-122.08,37.7,25,3402,758.0,1645,710,3.4934,NEAR BAY,209900
2869,-120.81,37.53,15,570,123.0,189,107,1.875,INLAND,181300
2870,-117.66,34.08,33,3659,590.0,1773,615,3.9227,INLAND,157200
2871,-122.33,40.6,5,6383,1206.0,2965,1141,3.8103,INLAND,111100
2872,-117.23,33.09,7,5320,855.0,2015,768,6.3373,NEAR OCEAN,279600
2873,-117.99,33.69,12,2480,858.0,1441,788,1.6705,<1H OCEAN,350000
2874,-121.33,38.66,15,4371,908.0,1842,818,2.7797,INLAND,105500
2875,-120.46,37.33,4,786,116.0,368,109,6.3215,INLAND,138200
2876,-117.11,32.67,52,280,71.0,217,71,1.4844,NEAR OCEAN,83300
2877,-118.19,33.92,35,915,241.0,1153,252,3.305,<1H OCEAN,115800
2878,-121.28,38.77,6,3819,550.0,1738,587,5.8718,INLAND,201400
2879,-118.29,33.88,32,2307,493.0,1754,528,4.317,<1H OCEAN,232800
2880,-118.0,33.66,16,2809,708.0,1260,638,3.2353,NEAR OCEAN,252900
2881,-117.93,33.93,25,2431,534.0,1702,523,3.7933,<1H OCEAN,184400
2882,-118.13,34.09,42,2562,781.0,1936,687,2.2214,<1H OCEAN,219000
2883,-116.57,33.76,25,2616,547.0,581,343,3.1364,INLAND,301600
2884,-118.72,34.28,17,2654,478.0,1392,451,5.4459,<1H OCEAN,223900
2885,-117.13,32.9,15,2785,644.0,1798,630,3.7156,<1H OCEAN,175200
2886,-122.43,37.78,17,2728,908.0,1670,893,1.077,NEAR BAY,115000
2887,-122.24,37.85,52,1467,190.0,496,177,7.2574,NEAR BAY,352100
2888,-118.53,34.03,40,4350,763.0,1551,665,7.0318,<1H OCEAN,500001
2889,-118.2,34.12,41,1908,503.0,1557,453,2.9194,<1H OCEAN,162000
2890,-122.43,37.74,52,2637,539.0,1159,497,3.8846,NEAR BAY,333100
2891,-118.08,33.86,17,2259,383.0,1378,386,5.8733,<1H OCEAN,287000
2892,-122.45,37.81,52,1375,322.0,287,184,3.9028,NEAR BAY,500001
2893,-118.19,33.86,38,2009,524.0,1449,451,2.7045,<1H OCEAN,155400
2894,-118.39,33.96,45,1361,252.0,581,263,5.8143,<1H OCEAN,340700
2895,-124.23,41.75,11,3159,616.0,1343,479,2.4805,NEAR OCEAN,73200
2896,-122.39,37.76,52,157,28.0,88,27,3.675,NEAR BAY,162500
2897,-118.6,34.16,37,3441,584.0,1283,544,4.1656,<1H OCEAN,313100
2898,-117.91,34.09,20,4327,1037.0,2296,963,3.0441,<1H OCEAN,185400
2899,-118.29,33.93,41,896,198.0,605,168,2.2778,<1H OCEAN,128100
2900,-120.9,39.93,23,2679,546.0,1424,529,2.8812,INLAND,81900
2901,-122.41,37.8,30,1821,738.0,1648,684,0.8836,NEAR BAY,450000
2902,-117.02,32.95,25,1909,334.0,1043,322,3.7784,<1H OCEAN,160100
2903,-118.35,33.91,26,2159,523.0,1331,520,3.87,<1H OCEAN,264500
2904,-117.0,32.77,30,1802,401.0,776,386,2.8125,<1H OCEAN,173500
2905,-117.26,34.11,33,1210,288.0,850,238,1.2171,INLAND,59300
2906,-118.28,33.82,30,3615,760.0,2813,752,5.3849,<1H OCEAN,217700
2907,-122.23,37.78,52,472,146.0,415,126,2.6429,NEAR BAY,71300
2908,-119.69,36.79,15,2524,451.0,1207,424,2.7404,INLAND,76300
2909,-118.01,34.14,23,3425,754.0,2202,729,3.52,INLAND,187300
2910,-115.58,32.81,5,805,143.0,458,143,4.475,INLAND,96300
2911,-122.3,37.97,34,2854,528.0,1211,452,3.5353,NEAR BAY,164700
2912,-121.92,37.72,22,4638,716.0,2302,687,5.347,<1H OCEAN,219500
2913,-117.81,33.73,17,1063,189.0,363,183,2.1719,<1H OCEAN,261300
2914,-117.87,33.64,26,3521,455.0,1336,451,10.2849,<1H OCEAN,500001
2915,-121.42,37.73,2,2682,393.0,883,271,5.9934,INLAND,196700
2916,-119.05,35.36,30,4635,800.0,2307,754,3.6548,INLAND,84700
2917,-119.83,36.77,23,2168,503.0,1190,425,2.625,INLAND,71600
2918,-118.24,34.15,20,2734,658.0,1562,607,3.3906,<1H OCEAN,284100
2919,-121.22,37.8,37,1038,222.0,521,211,2.125,INLAND,91900
2920,-121.2,39.23,9,2802,447.0,955,418,5.2359,INLAND,213300
2921,-118.28,33.75,21,2442,719.0,1916,646,1.2276,NEAR OCEAN,208300
2922,-118.34,33.95,33,1923,459.0,1412,361,5.4359,<1H OCEAN,194100
2923,-118.46,33.99,41,885,285.0,562,268,3.1992,<1H OCEAN,303800
2924,-117.36,33.2,26,2447,482.0,1405,486,3.2917,NEAR OCEAN,150800
2925,-123.34,39.39,18,2821,628.0,1636,615,2.3333,<1H OCEAN,84000
2926,-121.46,38.68,35,1299,254.0,705,245,2.8333,INLAND,103000
2927,-117.68,34.99,33,1589,307.0,853,272,4.2292,INLAND,64400
2928,-122.48,37.71,39,3615,632.0,1571,615,5.1149,NEAR OCEAN,314200
2929,-122.5,37.75,46,2298,457.0,1429,477,4.0217,NEAR OCEAN,272400
2930,-118.01,34.15,32,6597,1579.0,3689,1459,3.2377,INLAND,184100
2931,-118.23,33.95,43,1683,520.0,2190,494,2.2391,<1H OCEAN,152800
2932,-117.99,33.72,14,2127,537.0,1338,475,3.628,<1H OCEAN,188500
2933,-117.24,33.94,15,1569,423.0,1123,369,1.6111,INLAND,113900
2934,-121.19,39.55,17,1483,284.0,481,211,1.4896,INLAND,83300
2935,-118.13,33.85,36,1885,391.0,1049,405,3.55,<1H OCEAN,212800
2936,-121.76,37.67,6,3023,518.0,1225,468,6.3705,INLAND,350000
2937,-122.07,37.91,33,1550,277.0,638,254,3.6833,NEAR BAY,292500
2938,-117.29,34.15,49,1820,321.0,757,324,3.2976,INLAND,102600
2939,-118.1,33.85,28,2825,470.0,1352,469,5.2639,<1H OCEAN,242000
2940,-122.31,37.99,25,6508,1137.0,3259,1081,4.2348,NEAR BAY,157800
2941,-122.06,37.32,30,3033,540.0,1440,507,6.2182,<1H OCEAN,380800
2942,-120.15,39.8,19,785,151.0,366,140,3.0625,INLAND,82500
2943,-118.08,33.86,29,1018,235.0,684,248,3.3333,<1H OCEAN,198800
2944,-118.24,34.13,45,1971,439.0,1245,430,4.0272,<1H OCEAN,260500
2945,-117.85,33.79,46,1846,383.0,867,336,3.4234,<1H OCEAN,200000
2946,-118.29,34.04,32,432,182.0,702,186,2.1471,<1H OCEAN,125000
2947,-118.45,37.25,20,1468,283.0,721,270,3.0817,INLAND,118800
2948,-122.12,37.69,10,2227,560.0,1140,472,2.3973,NEAR BAY,167300
2949,-118.93,36.1,19,2988,681.0,1654,576,2.3792,INLAND,90000
2950,-117.62,33.47,4,1812,255.0,661,211,6.487,NEAR OCEAN,294200
2951,-118.15,34.19,48,1854,360.0,1126,382,3.2216,<1H OCEAN,161600
2952,-117.65,33.4,17,2737,654.0,910,492,3.5729,NEAR OCEAN,370800
2953,-117.97,33.87,28,1784,440.0,1255,433,3.7054,<1H OCEAN,169200
2954,-121.02,39.23,16,1427,319.0,642,333,1.4241,INLAND,125000
2955,-122.47,38.51,18,2487,516.0,980,503,3.5506,INLAND,187500
2956,-117.88,33.88,15,957,360.0,615,370,3.0263,<1H OCEAN,162500
2957,-122.65,38.25,23,4030,431.5,1852,778,3.402,<1H OCEAN,193300
2958,-118.32,34.18,44,1594,389.0,832,340,3.4,<1H OCEAN,212100
2959,-121.53,39.44,26,1340,255.0,662,239,2.6071,INLAND,57100
2960,-118.38,34.03,43,912,255.0,705,246,2.6402,<1H OCEAN,185700
2961,-117.32,33.22,16,1057,232.0,316,221,2.7417,NEAR OCEAN,91700
2962,-118.41,33.89,35,1194,292.0,507,295,9.0812,<1H OCEAN,500001
2963,-119.68,36.62,31,834,229.0,616,211,1.6602,INLAND,61200
2964,-117.71,34.02,17,12689,2426.0,7343,2230,3.6361,INLAND,157700
2965,-122.71,38.45,52,2259,537.0,957,520,2.1827,<1H OCEAN,188800
2966,-117.31,34.43,16,5130,1172.0,3126,1046,1.6784,INLAND,71900
2967,-118.35,34.02,52,427,92.0,233,116,3.25,<1H OCEAN,134700
2968,-117.97,34.01,33,3530,700.0,2959,679,3.7459,<1H OCEAN,152900
2969,-121.94,37.75,17,2559,370.0,1238,377,6.2781,<1H OCEAN,269800
2970,-118.44,34.2,35,1717,478.0,1628,495,2.5197,<1H OCEAN,225600
2971,-121.75,37.3,23,1801,415.0,548,393,2.5052,<1H OCEAN,133700
2972,-118.31,34.16,37,2144,446.0,860,435,3.9464,<1H OCEAN,315000
2973,-117.35,34.12,22,5640,889.0,3157,887,4.1581,INLAND,126500
2974,-121.52,39.43,15,2119,389.0,1079,374,2.3566,INLAND,80400
2975,-122.57,37.97,47,5416,1115.0,2177,1027,3.5055,NEAR BAY,382100
2976,-117.04,32.97,13,6711,1256.0,3683,1220,4.5746,<1H OCEAN,175700
2977,-121.46,38.56,52,1750,372.0,764,369,2.9191,INLAND,111800
2978,-120.32,38.71,13,1115,255.0,86,32,3.5667,INLAND,115600
2979,-121.05,37.65,5,3096,545.0,1760,519,4.5701,INLAND,146400
2980,-118.17,33.77,38,2239,721.0,984,684,2.346,NEAR OCEAN,165600
2981,-121.47,38.48,25,2969,551.0,1745,487,2.6382,INLAND,76200
2982,-122.39,37.59,32,4497,431.5,1846,715,6.1323,NEAR OCEAN,500001
2983,-120.43,34.87,21,2131,329.0,1094,353,4.6648,<1H OCEAN,193000
2984,-121.42,38.57,38,1878,338.0,710,342,3.7731,INLAND,161400
2985,-118.36,34.08,52,1965,480.0,794,451,3.2824,<1H OCEAN,304800
2986,-118.21,34.13,52,2465,611.0,1433,570,3.25,<1H OCEAN,214200
2987,-122.3,38.3,52,1128,207.0,450,197,3.3542,NEAR BAY,154600
2988,-122.43,37.77,52,4397,1116.0,1939,1053,2.7587,NEAR BAY,354500
2989,-118.27,34.02,21,1314,375.0,1505,366,2.319,<1H OCEAN,97200
2990,-118.32,34.04,47,1989,532.0,1430,519,1.8333,<1H OCEAN,151100
2991,-118.36,34.14,30,1376,317.0,629,320,3.6823,<1H OCEAN,295200
2992,-118.32,34.17,39,1995,564.0,1202,544,3.5875,<1H OCEAN,250000
2993,-122.41,37.6,26,2754,402.0,1128,395,6.3719,NEAR OCEAN,466900
2994,-119.01,35.34,44,1730,343.0,782,278,3.0208,INLAND,63700
2995,-121.34,38.66,17,1149,257.0,583,243,2.8092,INLAND,137500
